zotqdaFormat,ts,user,action,code,annotationKey,citekey,creator,year,title,pageLabel,text
history/1,2026-06-17T11:18:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0011,Station-1,Demo,2026,Interview Station-1,2,Auszug 0011
history/1,2026-06-17T11:55:00.000Z,ann,add,Bewältigung/Humor,DEMO0200,Verwaltung-3,Demo,2026,Interview Verwaltung-3,4,Auszug 0200
history/1,2026-06-17T12:32:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0082,Station-3,Demo,2026,Interview Station-3,3,Auszug 0082
history/1,2026-06-17T13:09:00.000Z,ann,add,Ressourcen/Team,DEMO0068,Station-3,Demo,2026,Interview Station-3,2,Auszug 0068
history/1,2026-06-17T13:46:00.000Z,ann,add,Belastung/emotional,DEMO0057,Station-2,Demo,2026,Interview Station-2,4,Auszug 0057
history/1,2026-06-17T14:23:00.000Z,ann,add,Ressourcen/Team,DEMO0077,Station-3,Demo,2026,Interview Station-3,3,Auszug 0077
history/1,2026-06-17T15:00:00.000Z,ann,add,Bewältigung/Distanz,DEMO0165,Verwaltung-2,Demo,2026,Interview Verwaltung-2,3,Auszug 0165
history/1,2026-06-17T15:37:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0040,Station-2,Demo,2026,Interview Station-2,1,Auszug 0040
history/1,2026-06-17T16:14:00.000Z,ann,add,Bewältigung/Humor,DEMO0103,Station-4,Demo,2026,Interview Station-4,2,Auszug 0103
history/1,2026-06-17T16:51:00.000Z,ann,add,Belastung/emotional,DEMO0104,Station-4,Demo,2026,Interview Station-4,3,Auszug 0104
history/1,2026-06-17T17:28:00.000Z,bob,add,Belastung/körperlich,DEMO0051,Station-2,Demo,2026,Interview Station-2,3,Auszug 0051
history/1,2026-06-17T18:05:00.000Z,ann,add,Ressourcen/Team,DEMO0113,Station-4,Demo,2026,Interview Station-4,4,Auszug 0113
history/1,2026-06-17T18:42:00.000Z,bob,add,Ressourcen/Team,DEMO0091,Station-4,Demo,2026,Interview Station-4,1,Auszug 0091
history/1,2026-06-17T19:19:00.000Z,ann,add,Bewältigung/Sport,DEMO0138,Verwaltung-1,Demo,2026,Interview Verwaltung-1,3,Auszug 0138
history/1,2026-06-17T19:56:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0003,Station-1,Demo,2026,Interview Station-1,1,Auszug 0003
history/1,2026-06-17T20:33:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0181,Verwaltung-3,Demo,2026,Interview Verwaltung-3,2,Auszug 0181
history/1,2026-06-17T21:10:00.000Z,bob,add,Ressourcen/Team,DEMO0077,Station-3,Demo,2026,Interview Station-3,3,Auszug 0077
history/1,2026-06-17T21:47:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0221,Verwaltung-4,Demo,2026,Interview Verwaltung-4,3,Auszug 0221
history/1,2026-06-17T22:24:00.000Z,ann,add,Ressourcen/Team,DEMO0126,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0126
history/1,2026-06-17T23:01:00.000Z,ann,add,Bewältigung/Sport,DEMO0019,Station-1,Demo,2026,Interview Station-1,3,Auszug 0019
history/1,2026-06-17T23:38:00.000Z,bob,add,Belastung/körperlich,DEMO0114,Station-4,Demo,2026,Interview Station-4,4,Auszug 0114
history/1,2026-06-18T00:15:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0191,Verwaltung-3,Demo,2026,Interview Verwaltung-3,3,Auszug 0191
history/1,2026-06-18T00:52:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0097,Station-4,Demo,2026,Interview Station-4,1,Auszug 0097
history/1,2026-06-18T01:29:00.000Z,bob,add,Bewältigung/Sport,DEMO0195,Verwaltung-3,Demo,2026,Interview Verwaltung-3,3,Auszug 0195
history/1,2026-06-18T02:06:00.000Z,bob,add,Belastung/körperlich,DEMO0002,Station-1,Demo,2026,Interview Station-1,1,Auszug 0002
history/1,2026-06-18T02:43:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0090,Station-4,Demo,2026,Interview Station-4,1,Auszug 0090
history/1,2026-06-18T03:20:00.000Z,ann,add,Bewältigung/Distanz,DEMO0221,Verwaltung-4,Demo,2026,Interview Verwaltung-4,3,Auszug 0221
history/1,2026-06-18T03:57:00.000Z,ann,add,Ressourcen/Team,DEMO0049,Station-2,Demo,2026,Interview Station-2,3,Auszug 0049
history/1,2026-06-18T04:34:00.000Z,ann,add,Belastung/emotional,DEMO0080,Station-3,Demo,2026,Interview Station-3,3,Auszug 0080
history/1,2026-06-18T05:11:00.000Z,bob,add,Bewältigung/Distanz,DEMO0206,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0206
history/1,2026-06-18T05:48:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0156,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0156
history/1,2026-06-18T06:25:00.000Z,ann,add,Bewältigung/Humor,DEMO0173,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0173
history/1,2026-06-18T07:02:00.000Z,ann,add,Belastung/emotional,DEMO0175,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0175
history/1,2026-06-18T07:39:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0150,Verwaltung-2,Demo,2026,Interview Verwaltung-2,1,Auszug 0150
history/1,2026-06-18T08:16:00.000Z,bob,add,Bewältigung/Humor,DEMO0095,Station-4,Demo,2026,Interview Station-4,1,Auszug 0095
history/1,2026-06-18T08:53:00.000Z,ann,add,Ressourcen/Team,DEMO0107,Station-4,Demo,2026,Interview Station-4,3,Auszug 0107
history/1,2026-06-18T09:30:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0076,Station-3,Demo,2026,Interview Station-3,3,Auszug 0076
history/1,2026-06-18T10:07:00.000Z,bob,add,Bewältigung/Distanz,DEMO0147,Verwaltung-2,Demo,2026,Interview Verwaltung-2,1,Auszug 0147
history/1,2026-06-18T10:44:00.000Z,bob,add,Bewältigung/Sport,DEMO0117,Verwaltung-1,Demo,2026,Interview Verwaltung-1,1,Auszug 0117
history/1,2026-06-18T11:21:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0177,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0177
history/1,2026-06-18T11:58:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0189,Verwaltung-3,Demo,2026,Interview Verwaltung-3,2,Auszug 0189
history/1,2026-06-18T12:35:00.000Z,ann,add,Bewältigung/Distanz,DEMO0217,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0217
history/1,2026-06-18T13:12:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0098,Station-4,Demo,2026,Interview Station-4,2,Auszug 0098
history/1,2026-06-18T13:49:00.000Z,ann,add,Bewältigung/Distanz,DEMO0190,Verwaltung-3,Demo,2026,Interview Verwaltung-3,3,Auszug 0190
history/1,2026-06-18T14:26:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0038,Station-2,Demo,2026,Interview Station-2,1,Auszug 0038
history/1,2026-06-18T15:03:00.000Z,bob,add,Bewältigung/Distanz,DEMO0138,Verwaltung-1,Demo,2026,Interview Verwaltung-1,3,Auszug 0138
history/1,2026-06-18T15:40:00.000Z,ann,add,Bewältigung/Distanz,DEMO0115,Station-4,Demo,2026,Interview Station-4,4,Auszug 0115
history/1,2026-06-18T16:17:00.000Z,bob,add,Bewältigung/Distanz,DEMO0165,Verwaltung-2,Demo,2026,Interview Verwaltung-2,3,Auszug 0165
history/1,2026-06-18T16:54:00.000Z,ann,add,Bewältigung/Sport,DEMO0144,Verwaltung-2,Demo,2026,Interview Verwaltung-2,1,Auszug 0144
history/1,2026-06-18T17:31:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0161,Verwaltung-2,Demo,2026,Interview Verwaltung-2,3,Auszug 0161
history/1,2026-06-18T18:08:00.000Z,bob,add,Belastung/körperlich,DEMO0025,Station-1,Demo,2026,Interview Station-1,4,Auszug 0025
history/1,2026-06-18T18:45:00.000Z,ann,add,Bewältigung/Sport,DEMO0179,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0179
history/1,2026-06-18T19:22:00.000Z,bob,add,Bewältigung/Distanz,DEMO0110,Station-4,Demo,2026,Interview Station-4,3,Auszug 0110
history/1,2026-06-18T19:59:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0052,Station-2,Demo,2026,Interview Station-2,3,Auszug 0052
history/1,2026-06-18T20:36:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0188,Verwaltung-3,Demo,2026,Interview Verwaltung-3,2,Auszug 0188
history/1,2026-06-18T21:13:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0186,Verwaltung-3,Demo,2026,Interview Verwaltung-3,2,Auszug 0186
history/1,2026-06-18T21:50:00.000Z,ann,add,Belastung/emotional,DEMO0072,Station-3,Demo,2026,Interview Station-3,2,Auszug 0072
history/1,2026-06-18T22:27:00.000Z,ann,add,Bewältigung/Humor,DEMO0093,Station-4,Demo,2026,Interview Station-4,1,Auszug 0093
history/1,2026-06-18T23:04:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0042,Station-2,Demo,2026,Interview Station-2,2,Auszug 0042
history/1,2026-06-18T23:41:00.000Z,ann,add,Ressourcen/Team,DEMO0149,Verwaltung-2,Demo,2026,Interview Verwaltung-2,1,Auszug 0149
history/1,2026-06-19T00:18:00.000Z,ann,add,Belastung/emotional,DEMO0208,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0208
history/1,2026-06-19T00:55:00.000Z,ann,add,Bewältigung/Sport,DEMO0132,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0132
history/1,2026-06-19T01:32:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0137,Verwaltung-1,Demo,2026,Interview Verwaltung-1,3,Auszug 0137
history/1,2026-06-19T02:09:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0084,Station-3,Demo,2026,Interview Station-3,4,Auszug 0084
history/1,2026-06-19T02:46:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0232,Verwaltung-4,Demo,2026,Interview Verwaltung-4,4,Auszug 0232
history/1,2026-06-19T03:23:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0180,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0180
history/1,2026-06-19T04:00:00.000Z,ann,add,Bewältigung/Distanz,DEMO0094,Station-4,Demo,2026,Interview Station-4,1,Auszug 0094
history/1,2026-06-19T04:37:00.000Z,bob,add,Belastung/körperlich,DEMO0089,Station-3,Demo,2026,Interview Station-3,4,Auszug 0089
history/1,2026-06-19T05:14:00.000Z,ann,add,Belastung/emotional,DEMO0113,Station-4,Demo,2026,Interview Station-4,4,Auszug 0113
history/1,2026-06-19T05:51:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0102,Station-4,Demo,2026,Interview Station-4,2,Auszug 0102
history/1,2026-06-19T06:28:00.000Z,ann,add,Bewältigung/Distanz,DEMO0231,Verwaltung-4,Demo,2026,Interview Verwaltung-4,4,Auszug 0231
history/1,2026-06-19T07:05:00.000Z,ann,add,Ressourcen/Team,DEMO0112,Station-4,Demo,2026,Interview Station-4,3,Auszug 0112
history/1,2026-06-19T07:42:00.000Z,ann,add,Bewältigung/Distanz,DEMO0159,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0159
history/1,2026-06-19T08:19:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0224,Verwaltung-4,Demo,2026,Interview Verwaltung-4,3,Auszug 0224
history/1,2026-06-19T08:56:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0161,Verwaltung-2,Demo,2026,Interview Verwaltung-2,3,Auszug 0161
history/1,2026-06-19T09:33:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0044,Station-2,Demo,2026,Interview Station-2,2,Auszug 0044
history/1,2026-06-19T10:10:00.000Z,ann,add,Bewältigung/Distanz,DEMO0040,Station-2,Demo,2026,Interview Station-2,1,Auszug 0040
history/1,2026-06-19T10:47:00.000Z,bob,add,Bewältigung/Distanz,DEMO0217,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0217
history/1,2026-06-19T11:24:00.000Z,bob,add,Belastung/körperlich,DEMO0055,Station-2,Demo,2026,Interview Station-2,3,Auszug 0055
history/1,2026-06-19T12:01:00.000Z,ann,add,Belastung/emotional,DEMO0056,Station-2,Demo,2026,Interview Station-2,3,Auszug 0056
history/1,2026-06-19T12:38:00.000Z,ann,add,Bewältigung/Sport,DEMO0148,Verwaltung-2,Demo,2026,Interview Verwaltung-2,1,Auszug 0148
history/1,2026-06-19T13:15:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0089,Station-3,Demo,2026,Interview Station-3,4,Auszug 0089
history/1,2026-06-19T13:52:00.000Z,ann,add,Ressourcen/Team,DEMO0141,Verwaltung-1,Demo,2026,Interview Verwaltung-1,4,Auszug 0141
history/1,2026-06-19T14:29:00.000Z,bob,add,Belastung/emotional,DEMO0108,Station-4,Demo,2026,Interview Station-4,3,Auszug 0108
history/1,2026-06-19T15:06:00.000Z,ann,add,Ressourcen/Team,DEMO0073,Station-3,Demo,2026,Interview Station-3,2,Auszug 0073
history/1,2026-06-19T15:43:00.000Z,bob,add,Belastung/emotional,DEMO0071,Station-3,Demo,2026,Interview Station-3,2,Auszug 0071
history/1,2026-06-19T16:20:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0131,Verwaltung-1,Demo,2026,Interview Verwaltung-1,2,Auszug 0131
history/1,2026-06-19T16:57:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0015,Station-1,Demo,2026,Interview Station-1,2,Auszug 0015
history/1,2026-06-19T17:34:00.000Z,bob,add,Bewältigung/Distanz,DEMO0146,Verwaltung-2,Demo,2026,Interview Verwaltung-2,1,Auszug 0146
history/1,2026-06-19T18:11:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0013,Station-1,Demo,2026,Interview Station-1,2,Auszug 0013
history/1,2026-06-19T18:48:00.000Z,bob,add,Ressourcen/Team,DEMO0086,Station-3,Demo,2026,Interview Station-3,4,Auszug 0086
history/1,2026-06-19T19:25:00.000Z,bob,add,Bewältigung/Distanz,DEMO0033,Station-2,Demo,2026,Interview Station-2,1,Auszug 0033
history/1,2026-06-19T20:02:00.000Z,bob,add,Bewältigung/Distanz,DEMO0067,Station-3,Demo,2026,Interview Station-3,2,Auszug 0067
history/1,2026-06-19T20:39:00.000Z,bob,add,Ressourcen/Team,DEMO0020,Station-1,Demo,2026,Interview Station-1,3,Auszug 0020
history/1,2026-06-19T21:16:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0215,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0215
history/1,2026-06-19T21:53:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0061,Station-3,Demo,2026,Interview Station-3,1,Auszug 0061
history/1,2026-06-19T22:30:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0085,Station-3,Demo,2026,Interview Station-3,4,Auszug 0085
history/1,2026-06-19T23:07:00.000Z,ann,add,Belastung/emotional,DEMO0174,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0174
history/1,2026-06-19T23:44:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0199,Verwaltung-3,Demo,2026,Interview Verwaltung-3,4,Auszug 0199
history/1,2026-06-20T00:21:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0229,Verwaltung-4,Demo,2026,Interview Verwaltung-4,4,Auszug 0229
history/1,2026-06-20T00:58:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0031,Station-1,Demo,2026,Interview Station-1,4,Auszug 0031
history/1,2026-06-20T01:35:00.000Z,bob,add,Belastung/emotional,DEMO0064,Station-3,Demo,2026,Interview Station-3,1,Auszug 0064
history/1,2026-06-20T02:12:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0110,Station-4,Demo,2026,Interview Station-4,3,Auszug 0110
history/1,2026-06-20T02:49:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0044,Station-2,Demo,2026,Interview Station-2,2,Auszug 0044
history/1,2026-06-20T03:26:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0192,Verwaltung-3,Demo,2026,Interview Verwaltung-3,3,Auszug 0192
history/1,2026-06-20T04:03:00.000Z,ann,add,Ressourcen/Team,DEMO0122,Verwaltung-1,Demo,2026,Interview Verwaltung-1,1,Auszug 0122
history/1,2026-06-20T04:40:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0069,Station-3,Demo,2026,Interview Station-3,2,Auszug 0069
history/1,2026-06-20T05:17:00.000Z,bob,add,Bewältigung/Distanz,DEMO0013,Station-1,Demo,2026,Interview Station-1,2,Auszug 0013
history/1,2026-06-20T05:54:00.000Z,ann,add,Ressourcen/Team,DEMO0037,Station-2,Demo,2026,Interview Station-2,1,Auszug 0037
history/1,2026-06-20T06:31:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0037,Station-2,Demo,2026,Interview Station-2,1,Auszug 0037
history/1,2026-06-20T07:08:00.000Z,ann,add,Belastung/körperlich,DEMO0102,Station-4,Demo,2026,Interview Station-4,2,Auszug 0102
history/1,2026-06-20T07:45:00.000Z,ann,add,Ressourcen/Team,DEMO0001,Station-1,Demo,2026,Interview Station-1,1,Auszug 0001
history/1,2026-06-20T08:22:00.000Z,bob,add,Belastung/emotional,DEMO0008,Station-1,Demo,2026,Interview Station-1,1,Auszug 0008
history/1,2026-06-20T08:59:00.000Z,bob,add,Ressourcen/Team,DEMO0049,Station-2,Demo,2026,Interview Station-2,3,Auszug 0049
history/1,2026-06-20T09:36:00.000Z,bob,add,Belastung/emotional,DEMO0050,Station-2,Demo,2026,Interview Station-2,3,Auszug 0050
history/1,2026-06-20T10:13:00.000Z,bob,add,Belastung/emotional,DEMO0208,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0208
history/1,2026-06-20T10:50:00.000Z,bob,add,Bewältigung/Distanz,DEMO0182,Verwaltung-3,Demo,2026,Interview Verwaltung-3,2,Auszug 0182
history/1,2026-06-20T11:27:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0066,Station-3,Demo,2026,Interview Station-3,1,Auszug 0066
history/1,2026-06-20T12:04:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0207,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0207
history/1,2026-06-20T12:41:00.000Z,bob,add,Belastung/körperlich,DEMO0053,Station-2,Demo,2026,Interview Station-2,3,Auszug 0053
history/1,2026-06-20T13:18:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0149,Verwaltung-2,Demo,2026,Interview Verwaltung-2,1,Auszug 0149
history/1,2026-06-20T13:55:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0155,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0155
history/1,2026-06-20T14:32:00.000Z,bob,add,Bewältigung/Distanz,DEMO0118,Verwaltung-1,Demo,2026,Interview Verwaltung-1,1,Auszug 0118
history/1,2026-06-20T15:09:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0168,Verwaltung-2,Demo,2026,Interview Verwaltung-2,3,Auszug 0168
history/1,2026-06-20T15:46:00.000Z,ann,add,Belastung/emotional,DEMO0015,Station-1,Demo,2026,Interview Station-1,2,Auszug 0015
history/1,2026-06-20T16:23:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0193,Verwaltung-3,Demo,2026,Interview Verwaltung-3,3,Auszug 0193
history/1,2026-06-20T17:00:00.000Z,ann,add,Belastung/emotional,DEMO0078,Station-3,Demo,2026,Interview Station-3,3,Auszug 0078
history/1,2026-06-20T17:37:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0024,Station-1,Demo,2026,Interview Station-1,3,Auszug 0024
history/1,2026-06-20T18:14:00.000Z,bob,add,Bewältigung/Distanz,DEMO0190,Verwaltung-3,Demo,2026,Interview Verwaltung-3,3,Auszug 0190
history/1,2026-06-20T18:51:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0216,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0216
history/1,2026-06-20T19:28:00.000Z,ann,add,Ressourcen/Autonomie,DEMO0150,Verwaltung-2,Demo,2026,Interview Verwaltung-2,1,Auszug 0150
history/1,2026-06-20T20:05:00.000Z,ann,add,Bewältigung/Humor,DEMO0015,Station-1,Demo,2026,Interview Station-1,2,Auszug 0015
history/1,2026-06-20T20:42:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0058,Station-2,Demo,2026,Interview Station-2,4,Auszug 0058
history/1,2026-06-20T21:19:00.000Z,bob,add,Belastung/körperlich,DEMO0014,Station-1,Demo,2026,Interview Station-1,2,Auszug 0014
history/1,2026-06-20T21:56:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0028,Station-1,Demo,2026,Interview Station-1,4,Auszug 0028
history/1,2026-06-20T22:33:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0143,Verwaltung-1,Demo,2026,Interview Verwaltung-1,4,Auszug 0143
history/1,2026-06-20T23:10:00.000Z,bob,add,Ressourcen/Autonomie,DEMO0026,Station-1,Demo,2026,Interview Station-1,4,Auszug 0026
history/1,2026-06-20T23:47:00.000Z,bob,add,Bewältigung/Sport,DEMO0154,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0154
history/1,2026-06-21T00:24:00.000Z,ann,add,Bewältigung/Distanz,DEMO0082,Station-3,Demo,2026,Interview Station-3,3,Auszug 0082
history/1,2026-06-21T01:01:00.000Z,bob,add,Bewältigung/Sport,DEMO0065,Station-3,Demo,2026,Interview Station-3,1,Auszug 0065
history/1,2026-06-21T01:38:00.000Z,bob,add,Belastung/Zeitdruck,DEMO0004,Station-1,Demo,2026,Interview Station-1,1,Auszug 0004
history/1,2026-06-21T02:15:00.000Z,bob,add,Belastung/emotional,DEMO0066,Station-3,Demo,2026,Interview Station-3,1,Auszug 0066
history/1,2026-06-21T02:52:00.000Z,bob,add,Ressourcen/Anerkennung,DEMO0207,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0207
history/1,2026-06-21T03:29:00.000Z,ann,add,Belastung/emotional,DEMO0046,Station-2,Demo,2026,Interview Station-2,2,Auszug 0046
history/1,2026-06-21T04:06:00.000Z,ann,add,Ressourcen/Anerkennung,DEMO0213,Verwaltung-4,Demo,2026,Interview Verwaltung-4,2,Auszug 0213
history/1,2026-06-21T04:43:00.000Z,bob,add,Ressourcen/Team,DEMO0048,Station-2,Demo,2026,Interview Station-2,2,Auszug 0048
history/1,2026-06-21T05:20:00.000Z,ann,add,Belastung/Zeitdruck,DEMO0100,Station-4,Demo,2026,Interview Station-4,2,Auszug 0100
history/1,2026-06-21T05:57:00.000Z,ann,add,Bewältigung/Sport,DEMO0154,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0154
history/1,2026-06-21T06:34:00.000Z,bob,remove,Belastung/Zeitdruck,DEMO0016,Station-1,Demo,2026,Interview Station-1,2,Auszug 0016
history/1,2026-06-21T08:04:00.000Z,ann,remove,Bewältigung/Distanz,DEMO0211,Verwaltung-4,Demo,2026,Interview Verwaltung-4,1,Auszug 0211
history/1,2026-06-21T09:34:00.000Z,bob,remove,Ressourcen/Anerkennung,DEMO0178,Verwaltung-3,Demo,2026,Interview Verwaltung-3,1,Auszug 0178
history/1,2026-06-21T11:04:00.000Z,bob,remove,Bewältigung/Humor,DEMO0152,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0152
history/1,2026-06-21T12:34:00.000Z,bob,remove,Ressourcen/Team,DEMO0156,Verwaltung-2,Demo,2026,Interview Verwaltung-2,2,Auszug 0156
history/1,2026-06-21T14:04:00.000Z,bob,remove,Bewältigung/Humor,DEMO0101,Station-4,Demo,2026,Interview Station-4,2,Auszug 0101
